gene_name,gene_id_entrez,gene_id_ensembl,mim_number,mim_entry_type
NA,NA,NA,241550,phenotype
NA,NA,NA,241600,phenotype
NA,NA,NA,241750,moved/removed
NA,NA,NA,241760,predominantly phenotypes
NA,NA,NA,241800,predominantly phenotypes
NA,NA,NA,241850,phenotype
NA,NA,NA,241900,moved/removed
NA,NA,NA,242050,predominantly phenotypes
NA,NA,NA,242100,phenotype
NA,NA,NA,242150,predominantly phenotypes
NA,NA,NA,242170,moved/removed
NA,NA,NA,242300,phenotype
NA,NA,NA,242400,predominantly phenotypes
NA,NA,NA,242500,phenotype
NA,NA,NA,242510,predominantly phenotypes
NA,NA,NA,242520,predominantly phenotypes
NA,NA,NA,242530,predominantly phenotypes
NA,NA,NA,242550,predominantly phenotypes
NA,NA,NA,242600,phenotype
NA,NA,NA,242650,moved/removed
NA,NA,NA,242670,phenotype
NA,NA,NA,242680,predominantly phenotypes
NA,NA,NA,242700,phenotype
NA,NA,NA,242800,moved/removed
NA,NA,NA,242840,phenotype
NA,NA,NA,242850,predominantly phenotypes
NA,NA,NA,242860,phenotype
NA,NA,NA,242870,predominantly phenotypes
NA,NA,NA,242880,predominantly phenotypes
NA,NA,NA,242890,predominantly phenotypes
NA,NA,NA,242900,phenotype
NA,NA,NA,243000,phenotype
NA,NA,NA,243050,predominantly phenotypes
NA,NA,NA,243060,phenotype
NA,NA,NA,243080,predominantly phenotypes
NA,NA,NA,243095,moved/removed
NA,NA,NA,243100,predominantly phenotypes
NA,NA,NA,243110,predominantly phenotypes
NA,NA,NA,243150,phenotype
NA,NA,NA,243180,phenotype
NA,NA,NA,243185,predominantly phenotypes
NA,NA,NA,243200,predominantly phenotypes
NA,NA,NA,243300,phenotype
NA,NA,NA,243310,phenotype
NA,NA,NA,243320,predominantly phenotypes
NA,NA,NA,243340,moved/removed
NA,NA,NA,243400,phenotype
NA,NA,NA,243440,predominantly phenotypes
NA,NA,NA,243450,predominantly phenotypes
NA,NA,NA,243500,phenotype
NA,NA,NA,243600,phenotype
NA,NA,NA,243605,phenotype
NA,NA,NA,243700,phenotype
NA,NA,NA,243800,phenotype
NA,NA,NA,243910,phenotype
NA,NA,NA,244100,predominantly phenotypes
NA,NA,NA,244200,phenotype
NA,NA,NA,244300,phenotype
NA,NA,NA,244400,phenotype
NA,NA,NA,244450,phenotype
NA,NA,NA,244460,phenotype
NA,NA,NA,244500,moved/removed
NA,NA,NA,244510,predominantly phenotypes
NA,NA,NA,244600,predominantly phenotypes
NA,NA,NA,244850,predominantly phenotypes
NA,NA,NA,245000,phenotype
NA,NA,NA,245010,phenotype
NA,NA,NA,245050,phenotype
NA,NA,NA,245100,phenotype
NA,NA,NA,245130,predominantly phenotypes
NA,NA,NA,245150,phenotype
NA,NA,NA,245160,predominantly phenotypes
NA,NA,NA,245180,predominantly phenotypes
NA,NA,NA,245190,predominantly phenotypes
NA,NA,NA,245200,phenotype
NA,NA,NA,245210,moved/removed
NA,NA,NA,245300,phenotype
NA,NA,NA,245340,phenotype
NA,NA,NA,245348,phenotype
NA,NA,NA,245349,phenotype
NA,NA,NA,245400,phenotype
NA,NA,NA,245450,phenotype
NA,NA,NA,245480,phenotype
NA,NA,NA,245500,moved/removed
NA,NA,NA,245550,predominantly phenotypes
NA,NA,NA,245552,predominantly phenotypes
NA,NA,NA,245570,phenotype
NA,NA,NA,245590,phenotype
NA,NA,NA,245600,phenotype
NA,NA,NA,245650,predominantly phenotypes
NA,NA,NA,245660,phenotype
NA,NA,NA,245800,phenotype
NA,NA,NA,245900,phenotype
NA,NA,NA,246000,phenotype
NA,NA,NA,246200,phenotype
NA,NA,NA,246300,phenotype
NA,NA,NA,246400,phenotype
NA,NA,NA,246450,phenotype
NA,NA,NA,246470,predominantly phenotypes
NA,NA,NA,246490,moved/removed
NA,NA,NA,246500,predominantly phenotypes
NA,NA,NA,246550,predominantly phenotypes
NA,NA,NA,246555,predominantly phenotypes
NA,NA,NA,246560,phenotype
NA,NA,NA,246570,predominantly phenotypes
NA,NA,NA,246650,phenotype
NA,NA,NA,246700,phenotype
NA,NA,NA,246800,moved/removed
NA,NA,NA,246900,phenotype
NA,NA,NA,247100,phenotype
NA,NA,NA,247150,predominantly phenotypes
NA,NA,NA,247200,phenotype
NA,NA,NA,247400,moved/removed
NA,NA,NA,247410,predominantly phenotypes
NA,NA,NA,247420,phenotype
NA,NA,NA,247430,predominantly phenotypes
NA,NA,NA,247440,moved/removed
NA,NA,NA,247450,predominantly phenotypes
NA,NA,NA,247610,predominantly phenotypes
NA,NA,NA,247630,predominantly phenotypes
NA,8009,NA,247640,predominantly phenotypes
NA,NA,NA,247650,predominantly phenotypes
NA,NA,NA,247800,phenotype
NA,NA,NA,247900,moved/removed
NA,NA,NA,247950,predominantly phenotypes
NA,NA,NA,247990,predominantly phenotypes
NA,NA,NA,248000,phenotype
NA,NA,NA,248010,predominantly phenotypes
NA,NA,NA,248100,predominantly phenotypes
NA,NA,NA,248110,predominantly phenotypes
NA,NA,NA,248190,phenotype
NA,NA,NA,248200,phenotype
NA,NA,NA,248250,phenotype
NA,NA,NA,248260,predominantly phenotypes
NA,NA,NA,248300,phenotype
NA,7910,NA,248310,phenotype
NA,NA,NA,248340,phenotype
NA,NA,NA,248350,predominantly phenotypes
NA,NA,NA,248360,phenotype
NA,NA,NA,248370,phenotype
NA,NA,NA,248390,phenotype
NA,NA,NA,248400,predominantly phenotypes
NA,NA,NA,248450,phenotype
NA,NA,NA,248500,phenotype
NA,NA,NA,248510,phenotype
NA,NA,NA,248600,phenotype
NA,NA,NA,248700,phenotype
NA,NA,NA,248750,moved/removed
NA,NA,NA,248760,predominantly phenotypes
NA,NA,NA,248770,predominantly phenotypes
NA,NA,NA,248800,phenotype
NA,NA,NA,248810,moved/removed
NA,NA,NA,248900,phenotype
NA,NA,NA,248910,predominantly phenotypes
NA,NA,NA,248950,predominantly phenotypes
NA,NA,NA,249000,phenotype
NA,NA,NA,249100,phenotype
NA,NA,NA,249210,moved/removed
NA,NA,NA,249230,predominantly phenotypes
NA,NA,NA,249240,predominantly phenotypes
NA,NA,NA,249270,phenotype
NA,NA,NA,249300,predominantly phenotypes
NA,NA,NA,249310,phenotype
NA,NA,NA,249400,phenotype
NA,NA,NA,249420,phenotype
NA,NA,NA,249500,phenotype
NA,NA,NA,249599,predominantly phenotypes
NA,NA,NA,249600,predominantly phenotypes
NA,NA,NA,249620,phenotype
NA,NA,NA,249630,predominantly phenotypes
NA,NA,NA,249650,phenotype
NA,NA,NA,249660,predominantly phenotypes
NA,NA,NA,249670,predominantly phenotypes
NA,NA,NA,249700,phenotype
NA,NA,NA,249710,predominantly phenotypes
NA,NA,NA,249800,moved/removed
NA,NA,NA,249900,phenotype
NA,NA,NA,250100,phenotype
NA,NA,NA,250215,phenotype
NA,NA,NA,250220,phenotype
NA,NA,NA,250230,predominantly phenotypes
NA,NA,NA,250250,phenotype
NA,NA,NA,250300,predominantly phenotypes
NA,NA,NA,250400,phenotype
NA,NA,NA,250410,phenotype
NA,NA,NA,250420,predominantly phenotypes
NA,NA,NA,250450,predominantly phenotypes
NA,NA,NA,250460,phenotype
NA,NA,NA,250500,predominantly phenotypes
NA,NA,NA,250600,moved/removed
NA,NA,NA,250620,phenotype
NA,NA,NA,250650,predominantly phenotypes
NA,NA,NA,250700,predominantly phenotypes
NA,NA,NA,250790,phenotype
NA,NA,NA,250800,phenotype
NA,NA,NA,250850,phenotype
NA,NA,NA,250900,phenotype
NA,NA,NA,250940,phenotype
NA,NA,NA,250950,phenotype
NA,NA,NA,250951,predominantly phenotypes
NA,NA,NA,251000,phenotype
NA,NA,NA,251100,phenotype
NA,NA,NA,251110,phenotype
NA,NA,NA,251120,phenotype
NA,NA,NA,251190,predominantly phenotypes
NA,NA,NA,251200,phenotype
NA,NA,NA,251220,predominantly phenotypes
NA,NA,NA,251230,phenotype
NA,NA,NA,251240,predominantly phenotypes
NA,NA,NA,251250,predominantly phenotypes
NA,NA,NA,251255,phenotype
NA,NA,NA,251260,phenotype
NA,NA,NA,251270,phenotype
NA,NA,NA,251280,phenotype
NA,NA,NA,251290,phenotype
NA,NA,NA,251300,phenotype
NA,NA,NA,251400,predominantly phenotypes
NA,NA,NA,251450,phenotype
NA,NA,NA,251455,moved/removed
NA,NA,NA,251500,moved/removed
NA,NA,NA,251505,predominantly phenotypes
NA,8113,NA,251600,phenotype
NA,NA,NA,251700,predominantly phenotypes
NA,NA,NA,251750,phenotype
NA,NA,NA,251800,phenotype
NA,NA,NA,251850,phenotype
NA,NA,NA,251880,phenotype
NA,NA,NA,251890,moved/removed
NA,NA,NA,251900,phenotype
NA,NA,NA,251945,predominantly phenotypes
NA,NA,NA,251950,phenotype
NA,NA,NA,252010,phenotype
NA,NA,NA,252011,phenotype
NA,NA,NA,252030,moved/removed
NA,NA,NA,252100,phenotype
NA,NA,NA,252150,phenotype
NA,NA,NA,252160,phenotype
NA,NA,NA,252200,moved/removed
NA,NA,NA,252250,predominantly phenotypes
NA,NA,NA,252270,phenotype
NA,NA,NA,252300,predominantly phenotypes
NA,NA,NA,252320,predominantly phenotypes
NA,50960,NA,252350,phenotype
NA,NA,NA,252500,phenotype
NA,NA,NA,252600,phenotype
NA,NA,NA,252605,phenotype
NA,NA,NA,252650,phenotype
NA,NA,NA,252700,phenotype
NA,NA,NA,252900,phenotype
NA,NA,NA,252920,phenotype
NA,NA,NA,252930,phenotype
NA,NA,NA,252940,phenotype
NA,NA,NA,253000,phenotype
NA,NA,NA,253010,phenotype
NA,NA,NA,253200,phenotype
NA,NA,NA,253220,phenotype
NA,NA,NA,253230,moved/removed
NA,NA,NA,253240,phenotype
NA,NA,NA,253250,phenotype
NA,NA,NA,253260,phenotype
NA,NA,NA,253270,phenotype
NA,NA,NA,253280,phenotype
NA,NA,NA,253290,phenotype
NA,NA,NA,253300,phenotype
NA,NA,NA,253310,phenotype
NA,NA,NA,253320,predominantly phenotypes
NA,NA,NA,253400,phenotype
NA,NA,NA,253500,moved/removed
NA,NA,NA,253550,phenotype
NA,NA,NA,253590,predominantly phenotypes
NA,NA,NA,253600,phenotype
NA,NA,NA,253601,phenotype
NA,NA,NA,253700,phenotype
NA,NA,NA,253800,phenotype
NA,NA,NA,253850,moved/removed
NA,NA,NA,253900,phenotype
NA,NA,NA,254000,predominantly phenotypes
NA,NA,NA,254090,phenotype
NA,NA,NA,254100,predominantly phenotypes
NA,NA,NA,254110,phenotype
NA,NA,NA,254120,predominantly phenotypes
NA,NA,NA,254130,phenotype
NA,NA,NA,254150,phenotype
NA,NA,NA,254190,predominantly phenotypes
NA,NA,NA,254195,moved/removed
NA,NA,NA,254200,predominantly phenotypes
NA,NA,NA,254210,phenotype
NA,NA,NA,254300,phenotype
NA,NA,NA,254400,predominantly phenotypes
NA,NA,NA,254450,phenotype
NA,NA,NA,254500,phenotype
NA,NA,NA,254600,phenotype
NA,NA,NA,254700,predominantly phenotypes
NA,NA,NA,254770,phenotype
NA,NA,NA,254780,phenotype
NA,NA,NA,254800,phenotype
NA,NA,NA,254900,phenotype
NA,NA,NA,254940,phenotype
NA,NA,NA,254950,predominantly phenotypes
NA,NA,NA,254960,predominantly phenotypes
NA,NA,NA,255100,phenotype
NA,NA,NA,255110,phenotype
NA,NA,NA,255120,phenotype
NA,NA,NA,255125,phenotype
NA,NA,NA,255140,predominantly phenotypes
NA,NA,NA,255160,phenotype
NA,NA,NA,255170,moved/removed
NA,NA,NA,255200,phenotype
NA,NA,NA,255300,phenotype
NA,NA,NA,255310,phenotype
NA,NA,NA,255320,phenotype
NA,100359406,NA,255500,phenotype
NA,NA,NA,255600,phenotype
NA,NA,NA,255700,phenotype
NA,NA,NA,255710,predominantly phenotypes
NA,NA,NA,255800,phenotype
NA,NA,NA,255900,predominantly phenotypes
NA,NA,NA,255960,phenotype
NA,NA,NA,255980,moved/removed
NA,NA,NA,255990,predominantly phenotypes
NA,NA,NA,255995,phenotype
NA,NA,NA,256000,phenotype
NA,NA,NA,256020,predominantly phenotypes
NA,NA,NA,256030,phenotype
NA,NA,NA,256040,phenotype
NA,NA,NA,256050,phenotype
NA,NA,NA,256100,phenotype
NA,NA,NA,256120,predominantly phenotypes
NA,NA,NA,256150,predominantly phenotypes
NA,NA,NA,256200,predominantly phenotypes
NA,NA,NA,256300,phenotype
NA,NA,NA,256340,moved/removed
NA,NA,NA,256350,moved/removed
NA,NA,NA,256370,phenotype
NA,NA,NA,256450,phenotype
NA,NA,NA,256500,phenotype
NA,NA,NA,256520,phenotype
NA,NA,NA,256540,phenotype
NA,NA,NA,256550,phenotype
NA,NA,NA,256600,phenotype
NA,NA,NA,256690,predominantly phenotypes
NA,NA,NA,256700,phenotype
NA,NA,NA,256710,phenotype
NA,NA,NA,256720,predominantly phenotypes
NA,NA,NA,256730,phenotype
NA,NA,NA,256731,phenotype
NA,NA,NA,256800,phenotype
NA,NA,NA,256810,phenotype
NA,NA,NA,256840,phenotype
NA,NA,NA,256850,phenotype
NA,NA,NA,256851,moved/removed
NA,NA,NA,256855,phenotype
NA,NA,NA,256860,predominantly phenotypes
NA,NA,NA,256870,predominantly phenotypes
NA,NA,NA,257000,predominantly phenotypes
NA,NA,NA,257050,moved/removed
NA,NA,NA,257100,predominantly phenotypes
NA,NA,NA,257150,phenotype
NA,NA,NA,257200,phenotype
NA,NA,NA,257220,phenotype
NA,NA,NA,257250,moved/removed
NA,NA,NA,257270,phenotype
NA,NA,NA,257300,phenotype
NA,NA,NA,257320,phenotype
NA,NA,NA,257350,predominantly phenotypes
NA,NA,NA,257400,predominantly phenotypes
NA,NA,NA,257500,predominantly phenotypes
NA,266710,NA,257550,phenotype
NA,NA,NA,257600,phenotype
NA,NA,NA,257790,predominantly phenotypes
NA,NA,NA,257800,phenotype
NA,NA,NA,257850,phenotype
NA,NA,NA,257910,phenotype
NA,NA,NA,257920,phenotype
NA,NA,NA,257950,moved/removed
NA,NA,NA,257960,predominantly phenotypes
NA,NA,NA,257970,phenotype
NA,NA,NA,257980,phenotype
NA,NA,NA,258040,predominantly phenotypes
NA,NA,NA,258100,phenotype
NA,NA,NA,258120,moved/removed
NA,NA,NA,258150,phenotype
NA,NA,NA,258200,predominantly phenotypes
NA,NA,NA,258300,phenotype
NA,NA,NA,258315,phenotype
NA,NA,NA,258320,predominantly phenotypes
NA,NA,NA,258360,phenotype
NA,NA,NA,258400,phenotype
NA,NA,NA,258450,phenotype
NA,NA,NA,258470,predominantly phenotypes
NA,NA,NA,258480,phenotype
NA,777778,NA,258500,phenotype
NA,NA,NA,258501,phenotype
NA,NA,NA,258650,predominantly phenotypes
NA,NA,NA,258660,phenotype
NA,NA,NA,258700,phenotype
NA,NA,NA,258800,predominantly phenotypes
NA,NA,NA,258840,predominantly phenotypes
NA,NA,NA,258850,phenotype
NA,NA,NA,258860,phenotype
NA,NA,NA,258865,phenotype
NA,NA,NA,258870,phenotype
NA,NA,NA,258900,phenotype
NA,NA,NA,258920,moved/removed
NA,NA,NA,259050,phenotype
NA,NA,NA,259100,phenotype
NA,NA,NA,259200,predominantly phenotypes
NA,NA,NA,259250,phenotype
NA,NA,NA,259270,predominantly phenotypes
NA,NA,NA,259400,moved/removed
NA,NA,NA,259410,predominantly phenotypes
NA,NA,NA,259420,phenotype
NA,NA,NA,259440,phenotype
NA,NA,NA,259450,phenotype
NA,NA,NA,259500,phenotype
NA,NA,NA,259550,predominantly phenotypes
NA,NA,NA,259600,phenotype
NA,NA,NA,259610,predominantly phenotypes
NA,NA,NA,259650,predominantly phenotypes
NA,NA,NA,259660,predominantly phenotypes
NA,NA,NA,259680,predominantly phenotypes
NA,NA,NA,259690,predominantly phenotypes
NA,NA,NA,259700,phenotype
NA,NA,NA,259710,phenotype
NA,NA,NA,259720,phenotype
NA,NA,NA,259730,phenotype
NA,NA,NA,259750,predominantly phenotypes
NA,NA,NA,259770,phenotype
NA,NA,NA,259775,phenotype
NA,NA,NA,259780,phenotype
NA,NA,NA,259900,phenotype
NA,NA,NA,260000,phenotype
NA,NA,NA,260005,phenotype
NA,NA,NA,260100,predominantly phenotypes
NA,NA,NA,260130,predominantly phenotypes
NA,NA,NA,260150,predominantly phenotypes
NA,NA,NA,260200,predominantly phenotypes
NA,NA,NA,260300,phenotype
NA,NA,NA,260350,phenotype
NA,NA,NA,260370,phenotype
NA,NA,NA,260400,phenotype
NA,NA,NA,260450,moved/removed
NA,NA,NA,260470,predominantly phenotypes
NA,NA,NA,260480,predominantly phenotypes
NA,NA,NA,260490,moved/removed
NA,NA,NA,260500,phenotype
NA,NA,NA,260530,predominantly phenotypes
NA,NA,NA,260540,phenotype
NA,NA,NA,260555,predominantly phenotypes
NA,NA,NA,260565,phenotype
NA,NA,NA,260570,predominantly phenotypes
NA,NA,NA,260600,phenotype
NA,NA,NA,260650,predominantly phenotypes
NA,NA,NA,260660,phenotype
NA,NA,NA,260800,phenotype
NA,NA,NA,260900,predominantly phenotypes
NA,NA,NA,260910,predominantly phenotypes
NA,NA,NA,260920,phenotype
NA,NA,NA,260950,predominantly phenotypes
NA,NA,NA,260970,predominantly phenotypes
NA,NA,NA,260980,moved/removed
NA,NA,NA,261000,phenotype
NA,NA,NA,261100,phenotype
NA,NA,NA,261400,predominantly phenotypes
NA,NA,NA,261500,phenotype
NA,NA,NA,261510,moved/removed
NA,NA,NA,261515,phenotype
NA,NA,NA,261540,phenotype
NA,NA,NA,261550,phenotype
NA,NA,NA,261560,predominantly phenotypes
NA,NA,NA,261575,predominantly phenotypes
NA,NA,NA,261590,predominantly phenotypes
NA,NA,NA,261600,phenotype
NA,NA,NA,261630,phenotype
NA,NA,NA,261640,phenotype
NA,NA,NA,261650,phenotype
NA,NA,NA,261660,moved/removed
NA,NA,NA,261670,phenotype
NA,NA,NA,261680,phenotype
NA,NA,NA,261740,phenotype
NA,NA,NA,261750,phenotype
NA,100301572,NA,261800,phenotype
NA,NA,NA,261900,phenotype
NA,NA,NA,261990,phenotype
NA,NA,NA,262000,phenotype
NA,NA,NA,262020,predominantly phenotypes
NA,NA,NA,262190,phenotype
NA,NA,NA,262300,phenotype
NA,NA,NA,262350,moved/removed
NA,NA,NA,262400,phenotype
NA,NA,NA,262500,phenotype
NA,NA,NA,262600,phenotype
NA,NA,NA,262650,phenotype
NA,NA,NA,262700,phenotype
NA,NA,NA,262710,predominantly phenotypes
NA,NA,NA,262780,moved/removed
NA,NA,NA,262800,predominantly phenotypes
NA,NA,NA,262850,phenotype
NA,NA,NA,262875,predominantly phenotypes
NA,NA,NA,262890,phenotype
NA,NA,NA,262900,predominantly phenotypes
NA,100188011,NA,263000,phenotype
NA,NA,NA,263100,predominantly phenotypes
NA,NA,NA,263200,phenotype
NA,NA,NA,263210,phenotype
NA,NA,NA,263300,phenotype
NA,NA,NA,263400,phenotype
NA,101241897,NA,263450,phenotype
NA,NA,NA,263510,moved/removed
NA,NA,NA,263520,phenotype
NA,NA,NA,263530,moved/removed
NA,NA,NA,263540,predominantly phenotypes
NA,NA,NA,263550,predominantly phenotypes
NA,NA,NA,263560,moved/removed
NA,NA,NA,263570,phenotype
NA,NA,NA,263600,predominantly phenotypes
NA,NA,NA,263610,predominantly phenotypes
NA,NA,NA,263620,moved/removed
NA,NA,NA,263630,phenotype
NA,NA,NA,263650,phenotype
NA,NA,NA,263700,phenotype
NA,NA,NA,263750,phenotype
NA,NA,NA,263800,phenotype
NA,NA,NA,264010,predominantly phenotypes
NA,NA,NA,264050,predominantly phenotypes
NA,NA,NA,264060,predominantly phenotypes
NA,NA,NA,264070,phenotype
NA,NA,NA,264080,predominantly phenotypes
NA,NA,NA,264090,phenotype
NA,NA,NA,264110,predominantly phenotypes
NA,NA,NA,264120,predominantly phenotypes
NA,NA,NA,264140,predominantly phenotypes
NA,NA,NA,264150,moved/removed
NA,NA,NA,264160,moved/removed
NA,NA,NA,264180,predominantly phenotypes
NA,NA,NA,264200,moved/removed
NA,NA,NA,264270,phenotype
NA,NA,NA,264300,phenotype
NA,NA,NA,264350,phenotype
NA,NA,NA,264420,predominantly phenotypes
NA,NA,NA,264450,moved/removed
NA,NA,NA,264470,phenotype
NA,NA,NA,264475,predominantly phenotypes
NA,NA,NA,264480,predominantly phenotypes
NA,NA,NA,264500,predominantly phenotypes
NA,NA,NA,264600,phenotype
NA,NA,NA,264700,phenotype
NA,NA,NA,264800,phenotype
NA,NA,NA,264810,moved/removed
NA,NA,NA,265000,phenotype
NA,NA,NA,265050,phenotype
NA,NA,NA,265100,phenotype
NA,NA,NA,265120,phenotype
NA,NA,NA,265140,predominantly phenotypes
NA,NA,NA,265150,predominantly phenotypes
NA,NA,NA,265200,predominantly phenotypes
NA,NA,NA,265300,phenotype
NA,NA,NA,265380,phenotype
NA,NA,NA,265400,predominantly phenotypes
NA,NA,NA,265430,predominantly phenotypes
NA,NA,NA,265450,phenotype
NA,NA,NA,265500,predominantly phenotypes
NA,NA,NA,265600,predominantly phenotypes
NA,NA,NA,265800,phenotype
NA,NA,NA,265850,phenotype
NA,NA,NA,265880,predominantly phenotypes
NA,NA,NA,265900,phenotype
NA,NA,NA,265950,phenotype
NA,NA,NA,266100,phenotype
NA,NA,NA,266120,phenotype
NA,NA,NA,266130,phenotype
NA,NA,NA,266140,phenotype
NA,NA,NA,266150,phenotype
NA,NA,NA,266200,phenotype
NA,NA,NA,266250,phenotype
NA,NA,NA,266255,predominantly phenotypes
NA,NA,NA,266265,phenotype
NA,NA,NA,266270,predominantly phenotypes
NA,NA,NA,266280,phenotype
NA,NA,NA,266300,phenotype
NA,NA,NA,266350,phenotype
NA,NA,NA,266400,predominantly phenotypes
NA,NA,NA,266500,phenotype
NA,NA,NA,266510,phenotype
NA,NA,NA,266600,phenotype
NA,NA,NA,266810,predominantly phenotypes
NA,NA,NA,266900,phenotype
NA,NA,NA,266910,predominantly phenotypes
NA,NA,NA,266920,phenotype
NA,NA,NA,267000,phenotype
NA,NA,NA,267010,phenotype
NA,NA,NA,267200,predominantly phenotypes
NA,NA,NA,267300,phenotype
NA,NA,NA,267400,predominantly phenotypes
NA,NA,NA,267430,phenotype
NA,NA,NA,267450,predominantly phenotypes
NA,NA,NA,267480,predominantly phenotypes
NA,NA,NA,267500,phenotype
NA,27259,NA,267700,phenotype
NA,NA,NA,267730,predominantly phenotypes
NA,NA,NA,267740,predominantly phenotypes
NA,NA,NA,267750,phenotype
NA,NA,NA,267760,predominantly phenotypes
NA,NA,NA,267800,predominantly phenotypes
NA,NA,NA,267900,predominantly phenotypes
NA,NA,NA,268000,phenotype
NA,NA,NA,268010,predominantly phenotypes
NA,NA,NA,268020,predominantly phenotypes
NA,NA,NA,268025,predominantly phenotypes
NA,NA,NA,268030,moved/removed
NA,NA,NA,268040,predominantly phenotypes
NA,NA,NA,268050,predominantly phenotypes
NA,NA,NA,268060,predominantly phenotypes
NA,NA,NA,268080,phenotype
NA,NA,NA,268100,phenotype
NA,NA,NA,268130,phenotype
NA,NA,NA,268150,phenotype
NA,NA,NA,268200,phenotype
NA,NA,NA,268210,phenotype
NA,NA,NA,268220,phenotype
NA,NA,NA,268240,predominantly phenotypes
NA,NA,NA,268250,predominantly phenotypes
NA,NA,NA,268300,phenotype
NA,NA,NA,268305,phenotype
NA,NA,NA,268310,phenotype
NA,NA,NA,268315,predominantly phenotypes
NA,NA,NA,268320,predominantly phenotypes
NA,NA,NA,268400,phenotype
NA,NA,NA,268500,predominantly phenotypes
NA,NA,NA,268650,predominantly phenotypes
NA,NA,NA,268670,moved/removed
NA,NA,NA,268700,phenotype
NA,NA,NA,268800,phenotype
NA,NA,NA,268850,phenotype
NA,NA,NA,268900,phenotype
NA,NA,NA,268950,moved/removed
NA,NA,NA,269000,phenotype
NA,NA,NA,269150,phenotype
NA,NA,NA,269160,phenotype
NA,NA,NA,269200,phenotype
NA,NA,NA,269250,phenotype
NA,NA,NA,269300,phenotype
NA,NA,NA,269400,phenotype
NA,NA,NA,269500,phenotype
NA,NA,NA,269600,phenotype
NA,NA,NA,269630,predominantly phenotypes
NA,NA,NA,269650,predominantly phenotypes
NA,NA,NA,269700,phenotype
NA,NA,NA,269720,predominantly phenotypes
NA,NA,NA,269800,predominantly phenotypes
NA,NA,NA,269840,phenotype
NA,NA,NA,269860,phenotype
NA,NA,NA,269870,predominantly phenotypes
NA,NA,NA,269880,phenotype
NA,NA,NA,269920,phenotype
NA,NA,NA,269921,phenotype
NA,NA,NA,269950,moved/removed
NA,NA,NA,270050,moved/removed
NA,NA,NA,270100,phenotype
NA,NA,NA,270150,phenotype
NA,NA,NA,270200,phenotype
NA,NA,NA,270220,predominantly phenotypes
NA,NA,NA,270230,moved/removed
NA,NA,NA,270240,moved/removed
NA,NA,NA,270300,phenotype
NA,NA,NA,270350,predominantly phenotypes
NA,NA,NA,270400,phenotype
NA,NA,NA,270420,phenotype
NA,NA,NA,270425,predominantly phenotypes
NA,NA,NA,270450,phenotype
NA,NA,NA,270460,predominantly phenotypes
NA,NA,NA,270500,predominantly phenotypes
NA,NA,NA,270550,phenotype
NA,NA,NA,270600,phenotype
NA,NA,NA,270680,moved/removed
NA,NA,NA,270685,phenotype
NA,NA,NA,270700,phenotype
NA,NA,NA,270710,moved/removed
NA,NA,NA,270750,phenotype
NA,NA,NA,270800,phenotype
NA,NA,NA,270805,predominantly phenotypes
NA,NA,NA,270850,predominantly phenotypes
NA,NA,NA,270900,predominantly phenotypes
NA,NA,NA,270950,predominantly phenotypes
NA,NA,NA,270960,phenotype
NA,NA,NA,270970,phenotype
NA,NA,NA,271100,moved/removed
NA,NA,NA,271109,predominantly phenotypes
NA,NA,NA,271110,predominantly phenotypes
NA,NA,NA,271120,moved/removed
NA,NA,NA,271150,phenotype
NA,NA,NA,271200,predominantly phenotypes
NA,NA,NA,271220,predominantly phenotypes
NA,NA,NA,271225,predominantly phenotypes
NA,NA,NA,271245,phenotype
NA,85502,NA,271250,phenotype
NA,NA,NA,271270,predominantly phenotypes
NA,NA,NA,271310,predominantly phenotypes
NA,NA,NA,271320,predominantly phenotypes
NA,NA,NA,271322,predominantly phenotypes
NA,NA,NA,271400,phenotype
NA,NA,NA,271500,predominantly phenotypes
NA,NA,NA,271510,phenotype
NA,NA,NA,271520,predominantly phenotypes
NA,NA,NA,271530,phenotype
NA,NA,NA,271550,moved/removed
NA,NA,NA,271600,phenotype
NA,NA,NA,271620,predominantly phenotypes
NA,NA,NA,271630,phenotype
NA,NA,NA,271640,phenotype
NA,NA,NA,271650,phenotype
NA,NA,NA,271665,phenotype
NA,NA,NA,271700,phenotype
NA,NA,NA,271900,phenotype
NA,NA,NA,271930,phenotype
NA,NA,NA,271950,predominantly phenotypes
NA,NA,NA,271960,predominantly phenotypes
NA,NA,NA,271980,phenotype
NA,NA,NA,272000,predominantly phenotypes
NA,NA,NA,272100,predominantly phenotypes
NA,NA,NA,272120,phenotype
NA,NA,NA,272150,predominantly phenotypes
NA,NA,NA,272200,phenotype
NA,NA,NA,272300,phenotype
NA,NA,NA,272350,predominantly phenotypes
NA,4819,NA,272370,phenotype
NA,NA,NA,272430,phenotype
NA,NA,NA,272440,phenotype
NA,NA,NA,272450,predominantly phenotypes
NA,NA,NA,272460,phenotype
NA,NA,NA,272480,moved/removed
NA,NA,NA,272500,moved/removed
NA,NA,NA,272550,moved/removed
NA,NA,NA,272600,predominantly phenotypes
NA,NA,NA,272620,predominantly phenotypes
NA,NA,NA,272650,phenotype
NA,NA,NA,272700,predominantly phenotypes
NA,NA,NA,272750,phenotype
NA,NA,NA,272800,phenotype
NA,NA,NA,272950,predominantly phenotypes
NA,NA,NA,272980,predominantly phenotypes
NA,NA,NA,273000,predominantly phenotypes
NA,NA,NA,273050,predominantly phenotypes
